User	Achievement	Rate
~David~	~marine_4~	38.08
~David~	~marine_7~	29.89
~David~	~marine_6~	30.83
~David~	~marine_8~	29.03
~David~	~all_ach~	0.39
~David~	~the_spelunker~	48.59
~David~	~eve~	45.64
~David~	~monstros_tooth~	54.39
~David~	~the_rock~	58.67
~David~	~the_bean~	56.76
~David~	~the_parasite~	42.92
~David~	~the_spider~	65.77
~David~	~killed_mom~	35.36
~David~	~ach_1~	36.49
~David~	~ach_12~	0.33
~David~	~ach_11~	31.35
~David~	~ach_13~	1.19
~David~	~ach_9~	7.51
~David~	~ach_8~	14.02
~David~	~ach_10~	4.34
~David~	~ach_7~	13.83
~David~	~ach_6~	3.56
~David~	~ach_5~	20.60
~David~	~ach_4~	13.32
~David~	~ach_3~	3.41
~David~	~ach_2~	47.56
~David~	~ach_19~	7.23
~David~	~ach_29~	30.80
~David~	~ach_28~	0.93
~David~	~ach_27~	25.58
~David~	~ach_26~	26.86
~David~	~ach_25~	34.47
~David~	~ach_24~	47.96
~David~	~ach_23~	4.31
~David~	~ach_22~	1.02
~David~	~ach_21~	7.78
~David~	~ach_20~	1.92
~David~	~ach_16~	11.96
~David~	~ach_1~	17.79
~David~	~ach_15~	53.14
~David~	~ach_18~	4.09
~David~	~ach_17~	41.59
~David~	~ach_12~	50.89
~David~	~ach_11~	18.93
~David~	~ach_14~	46.97
~David~	~ach_13~	8.42
~David~	~ach_9~	10.26
~David~	~ach_8~	38.12
~David~	~ach_10~	24.82
~David~	~ach_7~	36.28
~David~	~ach_6~	62.41
~David~	~ach_5~	3.40
~David~	~ach_4~	1.90
~David~	~ach_3~	38.40
~David~	~ach_2~	5.11
~David~	~ach_47~	43.85
~David~	~ach_46~	13.28
~David~	~ach_45~	11.05
~David~	~ach_44~	7.51
~David~	~ach_48~	32.14
~David~	~ach_43~	12.57
~David~	~ach_42~	60.62
~David~	~ach_41~	59.11
~David~	~ach_40~	39.81
~David~	~ach_34~	4.91
~David~	~ach_33~	41.25
~David~	~ach_36~	54.18
~David~	~ach_35~	27.30
~David~	~ach_38~	16.33
~David~	~ach_37~	34.71
~David~	~ach_39~	42.07
~David~	~ach_30~	45.82
~David~	~ach_32~	59.78
~David~	~ach_31~	35.04
~David~	~hl2_get_airboatgun~	20.53
~David~	~hl2_get_airboat~	23.19
~David~	~ach.speed_run_coop~	2.74
~David~	~ach.summer_sale~	1.56
~David~	~ach.team_building~	41.00
~David~	~ach.staying_alive~	1.75
~David~	~ach.bridge~	64.66
~David~	~ach.catch_crazy_box~	8.36
~David~	~ach.wake_up~	71.16
~David~	~ach.limited_portals~	2.72
~David~	~ach.white_gel~	52.70
~David~	~ach.addicted_to_spuds~	55.14
~David~	~ach.stalemate_associate~	59.09
~David~	~ach.taunt_camera~	10.38
~David~	~ach.blue_gel~	56.92
~David~	~ach.defiant~	11.65
~David~	~ach.portrait~	17.79
~David~	~ach.break_monitors~	4.50
~David~	~ach.teacher~	3.88
~David~	~ach.reenter_test_chambers~	36.49
~David~	~ach.survive_container_ride~	75.42
~David~	~ach.save_cube~	31.98
~David~	~ach.box_hole_in_one~	32.78
~David~	~ach.partner_drop~	5.95
~David~	~ach.a3_doors~	10.94
~David~	~ach.orange_gel~	53.90
~David~	~ach.portal_taunt~	7.83
~David~	~ach.spread_the_love~	2.70
~David~	~ach.trivial_test~	51.53
~David~	~ach.wheatley_tries_to~	48.64
~David~	~ach.hug_name~	27.78
~David~	~ach.you_monster~	12.80
~David~	~ach.launch_turret~	11.82
~David~	~ach.not_the_droid~	45.75
~David~	~ach.shoot_the_moon~	48.14
~David~	~ach.tractor_beam~	49.41
~David~	~ach.nice_catch~	3.94
~David~	~ach.hi_five_your_partner~	48.79
~David~	~ach.laser~	70.16
~David~	~ach.excursion_funnels~	23.49
~David~	~ach.rock_crushes_robot~	11.37
~David~	~ach.compliant~	10.70
~David~	~ach.new_blood~	19.43
~David~	~ach.mass_and_velocity~	34.39
~David~	~ach.with_style~	28.55
~David~	~ach.save_redemption_turret~	36.61
~David~	~ach.four_portals~	5.96
~David~	~ach.no_boat~	15.40
~David~	~ach.party_of_three~	4.40
~David~	~ach.clean_up~	8.51
~David~	~ach.break_out~	59.83
~David~	~ach.taunts~	24.52
~David~	~ach.speed_run_level~	5.55
~David~	~openchests_0~	74.26
~David~	~boss_grell~	65.25
~David~	~multiplayer_join~	43.35
~David~	~socketing_0~	73.50
~David~	~explodeenemies_0~	73.78
~David~	~sendpettotown~	68.90
~David~	~achievement_citystate_ally~	66.25
~David~	~achievement_city_100science~	51.98
~David~	~achievement_onehitkill~	76.67
~David~	~achievement_ancient_ruin~	82.44
~David~	~achievement_1000tiles~	70.54
~David~	~achievement_suck_at_wonders~	63.97
~David~	~achievement_golden_age~	76.47
~David~	~achievement_city_100gold~	45.84
~David~	~achievement_second_city~	78.08
~David~	~achievement_unit_promote~	79.36
~David~	~achievement_policy_honor~	41.36
~David~	~achievement_unit_upgrade~	69.96
~David~	~achievement_all_techs~	32.91
~David~	~achievement_build_wonder~	72.73
~David~	~achievement_unit_embark~	72.37
~David~	~achievement_policy_commerce~	32.28
~David~	~achievement_citystate_annex~	54.94
~David~	~kachievement_aerialsurvivalist~	65.79
~David~	~kachievement_slowmow~	80.50
~David~	~kachievement_blowemup~	80.91
~David~	~kachievement_madscientist~	73.35
~David~	~kachievement_mowthemdown~	81.68
~David~	~kachievement_warmingup~	71.75
~David~	~tf_spy_medic_healing_kill_enemy~	10.71
~David~	~tf_spy_backstab_dominating_enemy~	18.12
~David~	~tf_spy_fast_cap~	9.31
~David~	~tf_scout_kill_charged_medics~	13.22
~David~	~tf_get_headshots~	24.86
~David~	~tf_sniper_headshot_post_invuln~	9.55
~David~	~tf_sniper_kill_failed_spy~	10.05
~David~	~tf_medic_assist_soldier~	6.43
~David~	~tf_scout_survive_damage~	16.85
~David~	~tf_sniper_achieve_progress1~	25.50
~David~	~tf_sniper_achieve_progress2~	19.10
~David~	~tf_sniper_headshot_snipers~	22.23
~David~	~tf_engineer_freezecam_sentry~	25.86
~David~	~tf_sniper_dominate_sniper~	21.84
~David~	~tf_sniper_achieve_progress3~	14.38
~David~	~tf_soldier_nemesis_shovel_kill~	6.92
~David~	~tf_scout_long_distance_runner~	46.59
~David~	~tf_pyro_burn_medics_charged~	18.35
~David~	~tf_heavy_earn_medic_domination~	21.30
~David~	~tf_pyro_camp_teleporters~	13.83
~David~	~tf_medic_simul_charge~	10.29
~David~	~tf_spy_backstab_capping_enemies~	6.25
~David~	~tf_pyro_kill_grind_large~	10.15
~David~	~tf_spy_ambassador_scout_grind~	8.30
~David~	~tf_spy_sapper_grind~	4.72
~David~	~tf_sniper_kill_grind~	7.93
~David~	~tf_scout_knock_into_train~	10.53
~David~	~tf_demoman_destroy_buildings_with_medic~	4.54
~David~	~tf_medic_bonesaw_medics~	8.04
~David~	~tf_pyro_kill_spies~	11.23
~David~	~tf_soldier_kill_with_equalizer_while_hurt~	5.90
~David~	~tf_heavy_freezecam_taunt~	5.24
~David~	~tf_pyro_destroy_buildings~	11.45
~David~	~tf_sniper_bow_pin_heavy~	11.21
~David~	~tf_pyro_simulburn_scouts~	24.72
~David~	~tf_medic_assist_heavy_long~	11.83
~David~	~tf_replay_youtube_views_highest~	1.59
~David~	~tf_win_hydro_noenemycaps~	11.12
~David~	~tf_replay_save_replay~	13.36
~David~	~tf_engineer_help_build_structure~	22.53
~David~	~tf_engineer_building_carry~	10.09
~David~	~tf_spy_backstab_engy_sap_building~	7.57
~David~	~tf_heavy_kill_shotgun~	16.49
~David~	~tf_demoman_kill_x_heavies_fullhp_onedet~	7.42
~David~	~tf_heavy_kill_crit_punch~	18.54
~David~	~tf_spy_knife_kill_while_jarated~	11.46
~David~	~tf_heavy_kill_while_spunup~	20.44
~David~	~tf_mvm_earn_money_bonus~	10.20
~David~	~tf_pyro_burn_spies_as_you~	20.52
~David~	~tf_mvm_destroy_two_tanks~	5.72
~David~	~tf_demoman_kill_x_with_directpipe~	13.52
~David~	~tf_spy_dominate_sniper~	14.15
~David~	~tf_spy_feign_death_kill~	12.03
~David~	~tf_demoman_crit_sword_kill~	12.70
~David~	~tf_scout_start_and_finish_cap~	13.74
~David~	~tf_scout_capture_last_point~	18.39
~David~	~tf_spy_survive_burning~	23.75
~David~	~tf_demoman_achieve_progress2~	11.46
~David~	~tf_demoman_achieve_progress1~	14.90
~David~	~tf_demoman_achieve_progress3~	9.01
~David~	~tf_sniper_jarate_dominated~	10.99
~David~	~tf_sniper_kill_objectives~	8.28
~David~	~tf_pyro_kill_taunt~	12.63
~David~	~tf_spy_backstab_quick_kills~	21.96
~David~	~tf_heavy_first_to_cap~	21.69
~David~	~tf_engineer_destroy_stickies~	4.10
~David~	~tf_win_well_minimumtime~	14.09
~David~	~tf_demoman_taunt_kill~	8.44
~David~	~tf_scout_capture_three_points~	11.77
~David~	~tf_heavy_defend_medic~	7.23
~David~	~tf_get_healed_byenemy~	26.51
~David~	~tf_spy_backstab_medic_charged~	14.46
~David~	~tf_christmas_collect_gifts~	8.81
~David~	~tf_maps_foundry_play_game_friends~	2.30
~David~	~tf_heavy_revenge_assist~	14.31
~David~	~tf_medic_assist_vs_nemeses~	7.64
~David~	~tf_get_healpoints~	19.10
~David~	~tf_maps_foundry_play_each_class~	2.46
~David~	~tf_halloween_boss_kill~	10.88
~David~	~tf_heavy_uncover_spies~	13.47
~David~	~tf_scout_well_early_kill~	5.37
~David~	~tf_demoman_environmental_kill~	10.86
~David~	~tf_engineer_help_manual_sentry~	5.88
~David~	~tf_get_turretkills~	20.11
~David~	~tf_scout_fast_cap~	13.08
~David~	~tf_spy_ambassador_grind~	8.57
~David~	~tf_sniper_kill_weapons~	24.97
~David~	~tf_soldier_achieve_progress3~	10.36
~David~	~tf_spy_camp_position~	10.83
~David~	~tf_maps_doomsday_play_each_class~	1.10
~David~	~tf_halloween_craft_saxton_mask~	3.04
~David~	~tf_soldier_achieve_progress2~	13.63
~David~	~tf_soldier_achieve_progress1~	18.47
~David~	~tf_heavy_eat_sandwiches~	8.81
~David~	~tf_soldier_freezecam_gibs~	5.26
~David~	~tf_spy_sap_building_backstab_engy~	13.66
~David~	~tf_scout_doublejump_kill~	8.92
~David~	~tf_medic_assist_pyro~	9.52
~David~	~tf_scout_iron_man_kills~	8.24
~David~	~tf_medic_bonesaw_spy_callers~	8.28
~David~	~tf_medic_heal_engineer~	21.53
~David~	~tf_spy_backstab_medic_pair~	13.24
~David~	~tf_soldier_kill_defenseless~	9.60
~David~	~tf_soldier_gib_grind~	6.67
~David~	~tf_spy_achieve_progress3~	13.22
~David~	~tf_spy_achieve_progress2~	16.74
~David~	~tf_complete_training~	13.49
~David~	~tf_spy_achieve_progress1~	21.93
~David~	~tf_heavy_kill_medic_pair~	9.30
~David~	~tf_engineer_sentry_kill_lifetime_grind~	3.29
~David~	~tf_soldier_destroy_sentry_out_of_range~	13.29
~David~	~tf_engineer_kill_spy_two_sappers~	11.17
~David~	~tf_scout_stun_capping_enemies~	4.86
~David~	~tf_mvm_medic_share_bottles~	0.91
~David~	~tf_mvm_destroy_tank_while_deploying~	3.58
~David~	~tf_maps_doomsday_defend_carrier~	5.14
~David~	~tf_soldier_defend_medic~	24.58
~David~	~tf_medic_switch_to_medic~	21.00
~David~	~tf_demoman_duo_demoman_kills~	13.61
~David~	~tf_scout_max_stuns~	8.56
~David~	~tf_medic_extinguish_teammates~	10.15
~David~	~tf_pyro_defend_points~	10.51
~David~	~tf_spy_backstab_friends~	8.03
~David~	~tf_scout_lifetime_kills~	5.44
~David~	~tf_scout_first_blood_kill~	4.72
~David~	~tf_sniper_bow_kill_whiledead~	19.45
~David~	~tf_pyro_reflect_crocket_kill~	11.66
~David~	~tf_soldier_kill_group_with_crocket~	10.11
~David~	~tf_replay_youtube_views_tier2~	2.20
~David~	~tf_replay_youtube_views_tier1~	2.26
~David~	~tf_replay_performance_mode~	5.52
~David~	~tf_engineer_manual_sentry_kills_beyond_range~	7.28
~David~	~tf_scout_destroy_sentry_with_pistol~	12.54
~David~	~tf_replay_youtube_views_tier3~	1.60
~David~	~tf_medic_rapid_charge~	19.06
~David~	~tf_pyro_reveal_spies~	19.91
~David~	~tf_maps_doomsday_play_game_friends~	0.90
~David~	~tf_maps_doomsday_win_rounds~	0.83
~David~	~tf_medic_charge_blocker~	11.70
~David~	~tf_mvm_no_alarms_in_final_wave~	2.25
~David~	~tf_kill_balloonicorn_owners~	0.89
~David~	~tf_soldier_three_dominations~	8.84
~David~	~tf_spy_revenge_with_backstab~	20.35
~David~	~tf_spy_kill_cp_defenders~	7.66
~David~	~tf_pyro_damage_grind~	3.90
~David~	~tf_halloween_boss_kill_melee~	6.31
~David~	~tf_maps_foundry_win_mintime~	5.29
~David~	~tf_pyro_kill_heavies~	9.12
~David~	~tf_sniper_kill_rjer~	11.72
~David~	~tf_halloween_collect_pumpkins~	8.34
~David~	~tf_engineer_destroy_sappers~	6.37
~David~	~tf_soldier_kill_airborne_with_direct_hit~	12.33
~David~	~tf_engineer_kill_sentry_with_sentry~	4.32
~David~	~tf_demoman_charge_kill~	10.27
~David~	~tf_demoman_kill_x_defending~	8.16
~David~	~tf_medic_charge_friends~	6.03
~David~	~tf_medic_heal_large~	7.65
~David~	~tf_replay_edit_time~	3.55
~David~	~tf_engineer_dispenser_heal_grind~	5.39
~David~	~tf_medic_charge_juggle~	7.87
~David~	~tf_kill_nemesis~	35.21
~David~	~tf_demoman_damage_grind~	3.07
~David~	~tf_burn_playersinminimumtime~	32.14
~David~	~tf_medic_heal_huge~	5.96
~David~	~tf_demoman_stickjump_distance~	9.05
~David~	~tf_halloween_disguised_spy_kill~	10.23
~David~	~tf_engineer_teleport_grind~	10.68
~David~	~tf_win_2fort_noenemycaps~	23.73
~David~	~tf_soldier_rj_equalizer_kill~	5.93
~David~	~tf_pyro_ignite_flaregun~	12.28
~David~	~tf_play_game_everyclass~	15.07
~David~	~tf_soldier_defend_cap_thirty_times~	7.21
~David~	~tf_halloween_pumpkin_kill~	6.53
~David~	~tf_sniper_kill_charged_medic~	16.66
~David~	~tf_heavy_kill_underwater~	5.09
~David~	~tf_engineer_upgrade_buildings~	7.79
~David~	~tf_heavy_defend_control_point~	9.23
~David~	~tf_sniper_jarate_group~	9.86
~David~	~tf_sniper_freezecam_wave~	11.03
~David~	~tf_spy_backstab_disguised_spy~	16.42
~David~	~tf_spy_backstab_snipers~	13.23
~David~	~tf_soldier_crouch_rocket_jump~	18.25
~David~	~tf_sniper_destroy_sentryguns~	20.87
~David~	~tf_sniper_jarate_kill_melee~	5.49
~David~	~tf_heavy_take_multi_damage~	30.13
~David~	~tf_demoman_kill3_with_pipe_setups~	6.04
~David~	~tf_spy_sapper_teamwork~	10.52
~David~	~tf_pyro_kill_teamwork~	30.61
~David~	~tf_demoman_kill_engi_sentry_dispenser~	7.11
~David~	~tf_pyro_achieve_progress2~	15.34
~David~	~tf_pyro_achieve_progress3~	12.40
~David~	~tf_heavy_stand_near_dispenser~	10.91
~David~	~tf_pyro_achieve_progress1~	18.86
~David~	~tf_medic_assist_capturer~	8.32
~David~	~tf_medic_assist_scout~	6.51
~David~	~tf_engineer_kill_disguised_spy~	15.13
~David~	~tf_soldier_shoot_mult_crits~	17.71
~David~	~tf_maps_doomsday_deny_neutral_pickup~	1.07
~David~	~tf_engineer_sentry_avenges_you~	23.05
~David~	~tf_maps_doomsday_solo_capture~	3.10
~David~	~tf_pyro_kill_ubercharge~	12.25
~David~	~tf_mvm_pickup_money_about_to_expire~	8.84
~David~	~tf_halloween_collect_goody_bag~	7.11
~David~	~tf_pyro_burn_spy_taunt~	7.13
~David~	~tf_sniper_jarate_medic_pair~	10.84
~David~	~tf_spy_ambassador_sniper_grind~	6.01
~David~	~tf_scout_achieve_progress1~	12.71
~David~	~tf_medic_save_teammate~	9.57
~David~	~tf_demoman_kill3_with_detonation~	8.59
~David~	~tf_pyro_camp_position~	35.20
~David~	~tf_demoman_freezecam_smile~	8.12
~David~	~tf_scout_block_caps~	5.92
~David~	~tf_demoman_kill_building_direct_hit~	15.35
~David~	~tf_pyro_ignite_with_rainbow~	0.89
~David~	~tf_engineer_heavy_assist~	5.13
~David~	~tf_scout_achieve_progress3~	8.24
~David~	~tf_medic_counter_charge~	18.25
~David~	~tf_scout_achieve_progress2~	10.12
~David~	~tf_engineer_waste_metal_grind~	5.81
~David~	~tf_heavy_achieve_progress3~	9.87
~David~	~tf_heavy_achieve_progress2~	12.88
~David~	~tf_heavy_achieve_progress1~	16.96
~David~	~tf_get_consecutivekills_nodeaths~	44.09
~David~	~tf_spy_backstab_grind~	5.97
~David~	~tf_engineer_shotgun_kill_prev_sentry_target~	18.41
~David~	~tf_scout_assist_medic~	5.77
~David~	~tf_scout_cap_flag_without_attacking~	17.57
~David~	~tf_demoman_dominate_three_engineers~	7.87
~David~	~tf_soldier_freezecam_taunt~	7.00
~David~	~tf_scout_stun_into_train~	5.60
~David~	~tf_maps_foundry_kill_enemy_on_roof~	2.41
~David~	~tf_demoman_air_burst_kills~	6.37
~David~	~tf_maps_foundry_teleport_and_cap~	2.53
~David~	~tf_sniper_kill_spies_melee~	11.63
~David~	~tf_pyro_kill_postdeath~	17.76
~David~	~tf_engineer_tank_damage~	10.32
~David~	~tf_sniper_bow_kill_medic_pair~	5.66
~David~	~tf_win_gravelpit_noenemycaps~	10.27
~David~	~tf_soldier_kill_airborne_target_while_airborne~	20.58
~David~	~tf_medic_heal_callers~	9.94
~David~	~tf_spy_taunt_kill~	10.23
~David~	~tf_scout_stun_uber_enemies~	6.32
~David~	~tf_pyro_freezecam_taunts~	9.91
~David~	~tf_engineer_achieve_progress3~	10.23
~David~	~tf_engineer_achieve_progress2~	14.57
~David~	~tf_engineer_achieve_progress1~	21.57
~David~	~tf_pyro_burn_rj_soldier~	16.89
~David~	~tf_medic_setup_charge~	23.09
~David~	~tf_medic_heal_under_fire~	22.29
~David~	~tf_medic_bonesaw_nomisses~	11.47
~David~	~tf_mvm_use_ammo_bottle~	2.30
~David~	~tf_engineer_remove_sapper_long_dist~	10.77
~David~	~tf_soldier_ride_the_cart~	9.35
~David~	~tf_engineer_manual_cloaked_spy_kill~	4.66
~David~	~tf_heavy_teleport_fast_kill~	15.98
~David~	~tf_medic_syringe_scouts~	7.48
~David~	~tf_mvm_complete_pop_file~	7.74
~David~	~tf_soldier_kill_five_stunned~	6.18
~David~	~tf_sniper_top_scoreboard_grind~	5.54
~David~	~tf_halloween_dominate_for_hat~	26.69
~David~	~tf_scout_three_flagcaps~	12.64
~David~	~tf_demoman_decapitate_players_fast~	10.09
~David~	~tf_heavy_kill_capping_enemies~	9.93
~David~	~tf_engineer_kill_assist~	19.73
~David~	~tf_pyro_kill_grind~	13.40
~David~	~tf_heavy_kill_taunt~	11.16
~David~	~tf_sniper_bow_kill_flagcarrier~	8.29
~David~	~tf_soldier_buff_teammates~	6.23
~David~	~tf_medic_heal_achiever~	23.30
~David~	~tf_maps_foundry_back_and_forth_battle~	3.36
~David~	~tf_general_kill_enemies_after_teleporting~	22.96
~David~	~tf_soldier_equalizer_streak~	7.88
~David~	~tf_engineer_sentry_kill_caps~	7.76
~David~	~tf_medic_achieve_progress3~	8.50
~David~	~tf_soldier_destroy_stickies~	5.78
~David~	~tf_medic_achieve_progress2~	10.53
~David~	~tf_spy_freezecam_flick~	5.67
~David~	~tf_medic_assist_heavy~	6.96
~David~	~tf_mvm_use_uber_bottle~	2.35
~David~	~tf_sniper_headshot_demoman~	28.11
~David~	~tf_maps_doomsday_kill_enemies_on_elevator~	1.42
~David~	~tf_maps_foundry_fast_final_cap~	2.43
~David~	~tf_engineer_revenge_crit_life~	8.69
~David~	~tf_medic_assist_demoman~	5.66
~David~	~tf_mvm_kill_bomb_carriers~	11.31
~David~	~tf_sniper_jarate_extinguish~	12.25
~David~	~tf_demoman_kill_x_capping_onedet~	4.37
~David~	~tf_win_multiplegames~	24.00
~David~	~tf_heavy_receive_uber_grind~	10.63
~David~	~tf_maps_doomsday_push_into_exhaust~	1.09
~David~	~tf_medic_achieve_progress1~	13.97
~David~	~tf_maps_doomsday_ride_the_elevator~	1.92
~David~	~tf_soldier_kill_pyro~	15.74
~David~	~tf_scout_dodge_damage~	8.68
~David~	~tf_pyro_kill_axe_large~	11.24
~David~	~tf_scout_first_blood~	8.11
~David~	~tf_heavy_block_cart~	6.86
~David~	~tf_soldier_bounce_then_shotgun~	11.71
~David~	~tf_heavy_clear_stickybombs~	14.40
~David~	~tf_scout_double_jumps~	13.10
~David~	~tf_soldier_duo_soldier_kills~	16.20
~David~	~tf_demoman_killxsappingspies~	4.61
~David~	~tf_scout_destroy_teleporters~	12.06
~David~	~tf_engineer_taunt_kill~	7.42
~David~	~tf_multiple_bff~	5.93
~David~	~tf_medic_invite_join_charge~	15.71
~David~	~tf_maps_doomsday_push_back_and_win~	3.76
~David~	~tf_heavy_kill_heavies_gloves~	6.37
~David~	~tf_sniper_kill_invis_spy~	22.89
~David~	~tf_demoman_freezecam_rump~	5.78
~David~	~tf_sniper_jarate_assists~	6.73
~David~	~tf_engineer_repair_team_grind~	2.33
~David~	~tf_halloween_eyeboss_kill~	6.56
~David~	~tf_demoman_stickyjump_cap~	5.87
~David~	~tf_sniper_taunt_kill~	9.93
~David~	~tf_sniper_kill_at_roundstart~	20.24
~David~	~tf_demoman_melee_kill_while_stickyjumping~	4.80
~David~	~tf_scout_stun_scout_with_their_ball~	7.25
~David~	~tf_engineer_manual_sentry_absorb_dmg~	5.37
~David~	~tf_mvm_kill_sentry_buster~	7.60
~David~	~tf_sniper_capture_flag~	11.22
~David~	~tf_pyro_double_ko~	30.08
~David~	~tf_scout_kill_stunned~	6.04
~David~	~tf_medic_save_falling_teammate~	8.00
~David~	~tf_medic_heal_grind~	4.84
~David~	~tf_demoman_decapitate_cloaked_spy~	11.85
~David~	~tf_maps_foundry_achieve_progress1~	2.46
~David~	~tf_heavy_payload_cap_grind~	8.56
~David~	~tf_get_multiplekills~	19.29
~David~	~tf_demoman_kill_two_during_stickyjump~	6.21
~David~	~tf_sniper_kill_midair_scout~	29.30
~David~	~tf_maps_foundry_push_back_and_win~	3.90
~David~	~tf_sniper_rifle_no_missing~	29.28
~David~	~tf_medic_assist_medic~	9.03
~David~	~tf_demoman_kill_x_scouts_pyros~	12.20
~David~	~tf_engineer_dispenser_heal_group~	28.19
~David~	~tf_maps_foundry_win_rounds~	2.12
~David~	~tf_pyro_reflect_projectiles~	9.25
~David~	~tf_heavy_fire_lots~	14.96
~David~	~tf_soldier_kill_two_during_rocket_jump~	7.96
~David~	~tf_heavy_heal_medikits~	8.32
~David~	~tf_engineer_kill_snipers_sentry~	4.92
~David~	~tf_heavy_damage_taken~	44.39
~David~	~tf_medic_top_scoreboard~	10.76
~David~	~tf_spy_bump_cloaked_spy~	25.85
~David~	~tf_demoman_destroy_buildings_grind~	9.52
~David~	~tf_mvm_use_crit_bottle~	2.98
~David~	~tf_demoman_bounce_and_kill~	29.90
~David~	~tf_soldier_assist_medic_uber~	6.19
~David~	~tf_heavy_assist_heavy_grind~	15.17
~David~	~tf_pyro_kill_axe_small~	14.17
~David~	~tf_engineer_move_sentry_get_kill~	18.65
~David~	~tf_spy_break_shield_kill_sniper~	14.02
~David~	~tf_sniper_kill_unscoped~	16.35
~David~	~tf_engineer_dispenser_extinguish~	8.71
~David~	~tf_pyro_burn_snipers_zoomed~	15.15
~David~	~tf_pyro_kill_carriers~	11.77
~David~	~tf_spy_kill_working_engy~	18.46
~David~	~tf_heavy_block_invuln_heavy~	5.43
~David~	~tf_soldier_kill_demoman_grind~	4.80
~David~	~tf_heavy_kill_midair_minigun~	33.46
~David~	~tf_fire_waterjump~	20.03
~David~	~tf_soldier_mvp~	5.93
~David~	~tf_engineer_freezecam_taunt~	6.42
~David~	~tf_halloween_loot_island~	4.81
~David~	~tf_pyro_kill_underwater~	7.15
~David~	~tf_medic_kill_healed_spy~	13.87
~David~	~tf_heavy_kill_flag_carriers~	6.01
~David~	~tf_heavy_survive_crocket~	22.14
~David~	~tf_maps_doomsday_kill_carriers~	0.97
~David~	~tf_pyro_kill_taunters~	9.82
~David~	~tf_demoman_kill_player_after_tp~	8.54
~David~	~tf_soldier_kill_spy_killer~	20.18
~David~	~tf_demoman_destroy_x_stickybombs~	4.37
~David~	~tf_demoman_kill_soldier_grind~	4.78
~David~	~tf_heavy_assist_medic_large~	10.79
~David~	~tf_scout_kill_from_behind~	8.62
~David~	~tf_pyro_burn_medicpair~	32.46
~David~	~tf_scout_taunt_kill~	7.94
~David~	~tf_play_game_friendsonly~	6.61
~David~	~tf_sniper_freezecam_hat~	9.88
~David~	~tf_soldier_kill_taunt~	8.76
~David~	~tf_spy_backstab_enemy_switch_pyro~	18.75
~David~	~tf_engineer_revenge_crit_sentry_killer~	12.18
~David~	~tf_halloween_kill_scared_player~	8.52
~David~	~tf_pyro_kill_from_behind~	16.08
~David~	~tf_demoman_decapitate_nemesis~	10.67
~David~	~tf_scout_flag_cap_grind~	9.17
~David~	~tf_scout_kill_in_dodge_cooldown~	10.26
~David~	~tf_play_game_everymap~	10.05
~David~	~tf_dominate_for_goggles~	12.18
~David~	~tf_heavy_kill_scouts~	7.29
~David~	~tf_sniper_bow_pincushion~	14.66
~David~	~tf_soldier_kill_sniper_while_dead~	13.63
~David~	~tf_mvm_engineer_escape_sentry_buster~	4.70
~David~	~tf_replay_browse_replays~	3.57
~David~	~tf_win_dustbowl_noenemycaps~	14.12
~David~	~tf_soldier_kill_engy~	14.90
~David~	~tf_maps_doomsday_achieve_progress1~	0.98
~David~	~tf_medic_kill_while_charged~	9.93
~David~	~tf_sniper_jarate_reveal_spy~	11.86
~David~	~tf_sniper_get_backstabbed~	9.80
~David~	~tf_engineer_kill_flag_carriers~	4.67
~David~	~tf_soldier_kill_on_fire~	12.15
~David~	~tf_spy_kill_spy_with_knife~	18.27
~David~	~tf_spy_backstab_disguise_target~	20.79
~David~	~tf_pyro_dominate_leavesvr~	18.60
~David~	~tf_scout_carrier_kill_carrier~	10.45
~David~	~tf_pyro_force_waterjump~	13.61
~David~	~tf_maps_foundry_push_into_cauldron~	2.62
~David~	~tf_demoman_decapitate_players~	11.19
~David~	~tf_mvm_complete_wave_without_dying~	10.47
~David~	~tf_medic_freezecam_ragdoll~	8.02
~David~	~tf_soldier_kill_twenty_from_above~	13.11
~David~	~tf_soldier_buff_friends~	4.03
~David~	~tf_spy_backstab_medic_healing_you~	12.72
~David~	~tf_scout_steal_sandwich~	9.11
~David~	~tf_scout_destroy_buildings_being_built~	13.49
~David~	~tf_heavy_kill_dominated~	14.49
~David~	~tf_maps_foundry_kill_capping_enemy~	4.69
~David~	~tf_demoman_decapitate_equalizer~	8.75
~David~	~tf_engineer_repair_sentry_w_medic~	17.93
~David~	~tf_heavy_assist_grind~	5.22
~David~	~tf_team_pyrovision~	7.31
~David~	~tf_pyro_kill_multiweapons~	8.83
~David~	~tf_mvm_destroy_tank_quickly~	2.07
~David~	~dod_kills_with_garand~	4.13
~David~	~dod_kills_with_pschreck~	1.56
~David~	~dod_end_round_kills~	3.48
~David~	~dod_throw_back_gren~	9.43
~David~	~dod_kills_with_mg42~	3.53
~David~	~dod_kills_with_riflegren_us~	1.70
~David~	~dod_kills_as_mg~	3.04
~David~	~dod_kills_as_axis~	3.24
~David~	~dod_kills_with_frag_us~	2.87
~David~	~dod_kills_with_m1carbine~	4.21
~David~	~dod_consecutive_headshots~	3.64
~David~	~dod_kills_with_k98scoped~	4.04
~David~	~dod_kills_with_punch~	1.48
~David~	~dod_kills_as_assault~	5.38
~David~	~dod_kills_with_c96~	3.57
~David~	~dod_kills_with_bar~	4.09
